# index, label, _pos
5531,"LIAO, MJ","array([ 47.46803057, 182.86829312])"
5532,"BONATSOS, D","array([  11.40947223, -273.93226242])"
5533,"DASKALOYANNIS, C","array([  12.76803797, -275.31980321])"
5534,"CERNICCHIARO, G","array([ 50.58145072, -52.2811916 ])"
5535,"MARTIN, T","array([ 47.36066828, -42.63468789])"
5536,"HASSELBACH, K","array([ 48.34200579, -51.36310819])"
5537,"BENOIT, A","array([ 48.64000946, -57.04056297])"
5538,"BLUMER, N","array([ 12.14186315, -58.17138069])"
5539,"BULLA, R","array([ 18.94343485, -68.43713975])"
5540,"GOLUB, A","array([ 30.4598964 , -38.93978847])"
5541,"CHAMATI, H","array([-18.42431704,  -7.2342247 ])"
5542,"PISANOVA, ES","array([-18.43591098,  -6.18121673])"
5543,"TONCHEV, NS","array([-17.38342366,  -6.22393703])"
5544,"PFISTER, CE","array([75.21145441, -5.61134963])"
5545,"VELENIK, Y","array([ 70.74704786, -10.39750644])"
5546,"TOME, T","array([ 20.54857029, 203.75614293])"
5547,"MONTHOUX, P","array([ 35.9009274 , -76.76650832])"
5548,"MASPERO, G","array([ 42.93091927, -16.50752493])"
5549,"HEWITT, K","array([ 26.08147307, -92.17837266])"
5550,"DEVEREAUX, T","array([ 25.90787016, -92.88508071])"
5551,"CHEN, XK","array([ 26.33249011, -83.43054856])"
5552,"WANG, XZ","array([ 26.71378707, -92.61598888])"
5553,"NAEINI, J","array([ 25.24853624, -93.2756518 ])"
5554,"IRWIN, JC","array([ 25.48463458, -83.70908213])"
5555,"BERGOMI, L","array([-78.78517867, 210.05267876])"
5556,"CHEN, JJ","array([-77.13292951, 211.14938477])"
5557,"SCHONFELD, F","array([ 17.34489204, -65.1719024 ])"
5558,"TEVOSYAN, K","array([ 50.35429696, -46.68595152])"
5559,"STEBELSKI, M","array([-104.1470246 ,  126.96528111])"
5560,"SZOPA, M","array([-104.68224979,  124.95467276])"
5561,"ZIPPER, E","array([-102.72915828,  125.64467001])"
5562,"BUTHERS, CC","array([-191.01558909, -145.16684926])"
5563,"GUDOWSKANOWAK, E","array([-27.55320494, -66.2920215 ])"
5564,"BRICKMANN, J","array([-28.4822247 , -65.64181296])"
5565,"BASKIN, EM","array([-167.88245141,  125.91197002])"
5566,"ENTIN, MV","array([-167.23895001,  127.59709045])"
5567,"SARYCHEV, AK","array([-168.98780495,  127.99839361])"
5568,"SNARSKII, AA","array([-169.47627216,  126.39538157])"
5569,"SAWATARI, R","array([-151.59175619, -224.31834165])"
5570,"RUINI, A","array([ 52.24565331, -43.95170015])"
5571,"RESTA, R","array([ 43.55175668, -45.89888332])"
5572,"VALTCHINOV, VI","array([ 210.37906826, -161.64462557])"
5573,"KALMAN, G","array([ 209.77489793, -159.4983898 ])"
5574,"BLAGOEV, K","array([ 211.79308204, -160.32913798])"
5575,"CUCCOLI, A","array([ -5.35541913, -64.20542239])"
5576,"ROSSI, A","array([ -3.37500781, -47.92897121])"
5577,"TOGNETTI, V","array([ -2.32002344, -66.06347251])"
5578,"VAIA, R","array([ -5.81276635, -62.23622923])"
5579,"MACCHI, A","array([-10.32933117, -66.29262748])"
5580,"PEDROLLI, G","array([ -9.38143302, -67.58222755])"
5581,"SCHLIEMANN, J","array([ 26.987641  , -44.35162182])"
5582,"MALCAI, O","array([36.47996461, -2.51704718])"
5583,"MIKHAILOV, I","array([ 83.5209438 , -63.16130085])"
5584,"LOEFFEN, PW","array([  18.80223597, -113.01369398])"
5585,"MULLENDER, S","array([  18.65990322, -115.08778593])"
5586,"KARTTUNEN, M","array([ -8.12639635, -66.1383721 ])"
5587,"FOERSTER, A","array([-15.32043332, -57.43074346])"
5588,"NER, JK","array([ -7.36094414, -64.00081883])"
5589,"OF, PMU","array([ -7.16057033, -64.9159674 ])"
5590,"GREMPEL, DR","array([ 18.5376885 , -44.09117221])"
5591,"MEIXNER, S","array([ 23.02327044, -58.10994682])"
5592,"LEGHISSA, M","array([ 20.06951737, -54.5549675 ])"
5593,"SAEMANNISCHENKO, G","array([ 20.41742055, -55.09391938])"
5594,"MASSON, T","array([130.13461548, 194.16905153])"
5595,"WALLET, J","array([131.9719723 , 193.23934422])"
5596,"KOCHETOV, E","array([ 258.4414213 , -125.29879834])"
5597,"YARUNIN, V","array([ 257.23956438, -123.58074797])"
5598,"PRUISKEN, AMM","array([ 34.85383747, -69.12545794])"
5599,"PICOZZI, S","array([ 69.69688385, -90.66844201])"
5600,"CONTINENZA, A","array([ 68.67147294, -91.19393137])"
5601,"FREEMAN, AJ","array([ 65.67289886, -90.55174036])"
5602,"SIMMEL, F","array([ 54.02463613, -46.26858626])"
5603,"WHARAM, DA","array([ 54.92229182, -48.27059903])"
5604,"PAPENBROCK, T","array([ 42.63352253, -10.13947447])"
5605,"ALVAREZ, A","array([-20.83456402,  19.09206933])"
5606,"TINTORE, J","array([-19.43618721,  19.22367046])"
5607,"BUONANNO, A","array([-9.19663769, -2.89791203])"
5608,"CELLA, G","array([-11.55556814,  -4.99877174])"
5609,"ORTAKAYA, B","array([164.21846281, 116.96032242])"
5610,"GUNDUCC, Y","array([163.04416319, 114.9596688 ])"
5611,"AND, MA","array([162.36188569, 117.18360179])"
5612,"MANTON, NS","array([-24.59787451, -96.021851  ])"
5613,"SCHMIDHUBER, C","array([-14.05435745, 176.18486999])"
5614,"KLADKO, K","array([ 17.46518213, -50.22458406])"
5615,"MACKAY, RS","array([ 25.17924627, -42.00121273])"
5616,"DAVIES, KTR","array([ 77.66102713, -78.46413455])"
5617,"IVANOV, OV","array([ 75.66821892, -78.50872183])"
5618,"TRIFONOV, DA","array([ -71.30425988, -305.21222228])"
5619,"TAKEMURA, K","array([-226.44388978,   75.64448407])"
5620,"SUSHKOV, O","array([ 20.78738349, -61.02369737])"
5621,"SAWATZKY, G","array([ 22.2067787 , -57.58523171])"
5622,"DERZHKO, OV","array([-40.75859768, 186.04066666])"
5623,"VERKHOLYAK, TM","array([-40.47526042, 183.66643647])"
5624,"CHANDLER, JI","array([ -2.16093099, -41.23211039])"
5625,"CHUDNOVSKIY, AL","array([ 26.85297498, -35.02885115])"
5626,"YAKOVLEV, DR","array([ 19.16533132, -39.04266273])"
5627,"ZEHNDER, U","array([ 18.34624358, -38.27576458])"
5628,"OSSAU, W","array([ 18.56592078, -37.72370517])"
5629,"BOGUNA, M","array([ -3.29651784, -12.81337011])"
5630,"FARAGO, O","array([-15.21090337, -36.70977862])"
5631,"TSVETKOV, AA","array([ 30.0244832 , -85.29591414])"
5632,"KOOPS, GEJ","array([ 31.71922578, -88.82886934])"
5633,"KOLESHNIKOV, N","array([ 30.47689709, -87.11042038])"
5634,"REN, ZF","array([ 30.53096846, -85.74841551])"
5635,"WANG, JH","array([ 29.85530208, -85.74720955])"
5636,"BRUCK, E","array([ 31.45658617, -89.43385712])"
5637,"HERRMANN, T","array([ 54.4747936 , -92.65116909])"
5638,"NOLTING, W","array([ 57.2132773 , -90.97439085])"
5639,"AUDET, JF","array([ -3.60166167, -68.55683008])"
5640,"KROGER, H","array([ -9.29961832, -63.48428238])"
5641,"POULIQUEN, O","array([ -8.87687532, -20.39225222])"
5642,"HURD, M","array([ 63.90976171, -54.62097303])"
5643,"ORZA, JAG","array([-16.00695541, -16.26851958])"
5644,"NOIJE, TPCV","array([-15.90588162, -19.10327748])"
5645,"MYERS, CR","array([ 13.06749386, -59.06224168])"
5646,"DORIA, MM","array([18.46182788, 33.08305193])"
5647,"HOLLAUER, G","array([19.85760894, 41.21423905])"
5648,"PARAGE, F","array([20.59725663, 39.04050158])"
5649,"BUISSON, O","array([19.24857181, 39.35154839])"
5650,"PALM, E","array([ 51.65210524, -89.40306075])"
5651,"MARSH, C","array([-22.27977985,  -8.45745557])"
5652,"BACKX, G","array([-20.56602218, -12.00052467])"
5653,"INO, K","array([ -2.84000007, -80.31892633])"
5654,"SUZUKI, N","array([   4.20624067, -112.58557505])"
5655,"BUHRMAN, RA","array([ 22.2902786 , -44.05978493])"
5656,"UPADHYAY, SK","array([ 23.00268972, -43.70428999])"
5657,"LOUIE, RN","array([ 24.23806596, -43.5441558 ])"
5658,"WENDLER, L","array([ 60.24552418, -46.14303019])"
5659,"KRAFT, T","array([ 59.68024319, -45.62250977])"
5660,"HARTUNG, M","array([ 62.37835712, -45.41103901])"
5661,"BERGER, A","array([ 48.98906547, -52.32048489])"
5662,"SUNDARAM, M","array([ 62.55276936, -48.53526187])"
5663,"ENGLISH, JH","array([ 59.61007001, -46.33574017])"
5664,"GOSSARD, AC","array([ 60.53153019, -40.92386826])"
5665,"STELZER, J","array([-29.06129288, -33.61067964])"
5666,"DOMANSKI, T","array([ 91.45834588, -29.20396037])"
5667,"SENGUPTA, A","array([ 32.13937773, -57.11268121])"
5668,"LUBECK, S","array([ -5.00041711, -39.23550273])"
5669,"DALITZ, C","array([184.58798596, 120.1204316 ])"
5670,"HONNER, G","array([-21.90915217, -57.37891656])"
5671,"CRISTOFANO, G","array([ -9.76402155, -60.75223922])"
5672,"GIULIANO, D","array([  2.25582858, -57.2369706 ])"
5673,"MAIELLA, G","array([ -9.62722836, -61.52142115])"
5674,"PLANCK, JLVIVM","array([  6.41481802, -39.06378309])"
5675,"BLATT, M","array([ 5.77198458, -8.62413866])"
5676,"HARADA, K","array([  1.70271302, -60.7714909 ])"
5677,"MAASS, P","array([  8.35346487, -23.65250384])"
5678,"SALINGER, MA","array([  9.63523908, -24.99973604])"
5679,"STANLEY, MHR","array([ 10.25165539, -24.62928783])"
5680,"POSTERNAK, M","array([ 52.06255017, -45.60745926])"
5681,"CHAN, HB","array([ 57.05879805, -60.39820245])"
5682,"GLICOFRIDIS, PI","array([ 59.1836117 , -58.30266249])"
5683,"MELLOCH, ML","array([ 62.39141537, -60.67553835])"
5684,"SUDEROW, H","array([ 35.11435171, -64.8331957 ])"
5685,"BRISON, JP","array([ 40.54018234, -79.31642679])"
5686,"GROOT, EHD","array([185.74497873, 118.4999572 ])"
5687,"MCRAE, W","array([ 10.66660869, -60.44014883])"
5688,"ALAHVERDIAN, AE","array([ 42.92667009, -13.81943605])"
5689,"ROKNI, M","array([ 31.37733677, -17.64541398])"
5690,"MARKOSOVA, M","array([  6.83993671, -10.63039635])"
5691,"BALABAN, NQ","array([ 48.28355624, -69.05133211])"
5692,"MEIRAV, U","array([ 44.06496105, -64.13558519])"
5693,"UMANSKY, V","array([ 49.95050744, -62.75896712])"
5694,"IVANOV, BA","array([  6.07238627, -46.96921017])"
5695,"LORENZ, S","array([  83.65349128, -108.29524428])"
5696,"SOLTERBECK, C","array([  78.6330803 , -105.20808183])"
5697,"BURMEISTER, J","array([  83.13993925, -107.16212655])"
5698,"HACKBUSCH, W","array([  82.50363281, -108.71930135])"
5699,"DOBIN, AY","array([ 37.1723247 , -43.28742806])"
5700,"PEREL, VI","array([ 32.82107618, -37.65840758])"
5701,"LIU, WV","array([-221.71038875, -154.43640605])"
5702,"SCHIEVE, WC","array([-219.60849699, -154.43579927])"
5703,"ZAGOSKIN, AM","array([ 34.03720363, -54.33689565])"
5704,"TSVELIK, A","array([ 22.09092445, -56.85381544])"
5705,"KUZIAN, RO","array([ 10.6581715 , -90.37090164])"
5706,"MAKSIMOV, LA","array([  9.78203101, -90.42118533])"
5707,"ZASINAS, E","array([  7.28708532, -94.54469314])"
5708,"NAKAMURA, M","array([ 15.69480928, -73.52422202])"
5709,"VENTURA, CI","array([  5.48903562, -55.87236215])"
5710,"ALASCIO, BR","array([ -4.43940974, -58.64070803])"
5711,"VIEIRA, VR","array([ 36.20706927, -46.05762428])"
5712,"ACHA, C","array([100.19036105, -26.24710824])"
5713,"GOVINDARAJAN, TR","array([-15.32619697, -71.41189311])"
5714,"BEZZI, M","array([10.75789566,  2.62413152])"
5715,"TAMASHIRO, MN","array([-14.67727869, -41.68233265])"
5716,"WIDOM, M","array([42.12900495, -6.92051548])"
5717,"ALLEHYANI, I","array([44.28318525,  1.53922192])"
5718,"PLISCHKE, M","array([-13.42643259, -39.10574594])"
5719,"KOO, TY","array([ 15.83394094, -63.37651212])"
5720,"LEE, KB","array([ 15.42398309, -55.78913027])"
5721,"JEONG, YH","array([ 15.11477039, -56.31763456])"
5722,"KAWAMURA, H","array([ -0.25094158, -55.78488148])"
5723,"EMIG, T","array([  8.15903644, -40.61538091])"
5724,"SAMOKHIN, K","array([ 10.67083454, -45.60807736])"
5725,"SINGH, DJ","array([ 34.54643439, -70.33938167])"
5726,"WANG, PD","array([ 61.34035703, -27.84373228])"
5727,"MERZ, JL","array([ 59.9435772 , -34.23398208])"
5728,"FAFARD, S","array([ 60.7756221 , -27.27392974])"
5729,"LEONARD, D","array([ 61.5492104 , -26.99403717])"
5730,"PEDERSEN, MH","array([ 27.73696297, -54.78936045])"
5731,"SCHNEIDER, T","array([ 20.88228556, -74.0738827 ])"
5732,"CAFIERO, R","array([  7.26824321, -32.0680688 ])"
5733,"FRIBOURG, AGUD","array([  1.36672133, -27.46969622])"
5734,"OF, LPU","array([ -2.11976797, -28.79124812])"
5735,"MOSKALENKO, A","array([-167.91471118, -201.08062581])"
5736,"KUZNETSOV, YA","array([-165.81179374, -200.37692822])"
5737,"DAWSON, KA","array([-166.71844223, -199.17590649])"
5738,"GABRIELLI, A","array([ -0.50118491, -34.14454871])"
5739,"FRIBOURG, RCVD","array([ -7.50948027, -29.5769356 ])"
5740,"LINDEMANN, MA","array([ 41.88129063, -50.76692514])"
5741,"COFFEY, L","array([ 45.60814033, -86.10640774])"
5742,"LACY, D","array([ 52.27740071, -93.77208369])"
5743,"KOUZNETSOV, K","array([ 51.36614817, -94.81693528])"
5744,"ERNER, A","array([ 51.2192169 , -93.84661168])"
5745,"KUROSAWA, N","array([  3.62437722, -46.8781651 ])"
5746,"KUNTZ, PJ","array([ 78.2399946 , -72.45258001])"
5747,"MOHRING, K","array([ 85.84664656, -76.69950449])"
5748,"HEISS, WD","array([ 47.39300506, -44.60104419])"
5749,"CRUTCHFIELD, JP","array([-187.56372029, -133.70297288])"
5750,"FELDMAN, DP","array([-185.71186517, -135.05101585])"
5751,"GIURA, P","array([ 12.04126056, -87.48274286])"
5752,"RUZICKA, B","array([ 18.52467703, -87.85699882])"
5753,"SADOWSKI, W","array([ 12.41760119, -85.68656502])"
5754,"LEGGETT, AJ","array([ 38.47408144, -31.33455595])"
5755,"YOKOYAMA, K","array([ 10.00455663, -52.23361189])"
5756,"NIKUNI, T","array([ 34.31834611, -47.64361323])"
5757,"EBERT, U","array([ 20.29282286, -22.12887597])"
5758,"SCHAFER, L","array([ 19.13611769, -11.76544687])"
5759,"ENTIN, GM","array([-165.19044926,  128.69022298])"
5760,"DAI, X","array([ 30.87572251, -55.39729973])"
5761,"BRENIG, W","array([  5.89286551, -66.14178749])"
5762,"SUZUURA, H","array([  8.33498995, -67.58198774])"
5763,"SCHULZBALDES, H","array([52.37150218, -6.88919888])"
5764,"DONNERBERG, H","array([-189.83157392, -190.74454492])"
5765,"TOEBBEN, S","array([-188.14114786, -189.74667661])"
5766,"BIRKHOLZ, A","array([-189.86710545, -188.81196996])"
5767,"MARINESCU, DC","array([ 94.84818577, -22.20391769])"
5768,"LIVANOV, DV","array([ -2.40354037, -87.39294308])"
5769,"CHAUDHURI, I","array([ 83.33377061, -60.11144011])"
5770,"DUAN, J","array([ 42.07773836, -30.38851748])"
5771,"ASHKENAZI, J","array([ 15.10473433, 176.47726592])"
5772,"MARZI, GD","array([  9.31541759, -85.53014629])"
5773,"BALESTRINO, G","array([  3.24471074, -89.48997645])"
5774,"PETROCELLI, G","array([  6.44438242, -90.36363774])"
5775,"DESFEUX, R","array([  6.98092668, -90.95612912])"
5776,"MALHUKOV, AG","array([ 57.80051345, -29.06604811])"
5777,"KOMNIK, A","array([ 15.55313765, -41.00221321])"
5778,"NAKANISHI, T","array([  5.93724793, -48.3154946 ])"
5779,"GOEPPERT, G","array([ 22.4756148 , -50.16070713])"
5780,"SEN, P","array([  7.84926664, -31.21444992])"
5781,"EVANGELOU, SN","array([ 27.70076334, -39.35024006])"
5782,"MANGHI, F","array([ 22.96253083, -69.74151033])"
5783,"BELLINI, V","array([ 28.96523273, -76.9707748 ])"
5784,"ARCANGELI, C","array([ 34.58833353, -77.48943369])"
5785,"VALIEV, M","array([  78.00859437, -267.61317947])"
5786,"KOSYAKOV, SS","array([-38.66012162, -43.78814659])"
5787,"FRASER, SM","array([ 2.66430911, -7.50658738])"
5788,"TOZIER, WA","array([ 2.69877968, -6.71251211])"
5789,"DURRER, R","array([ -0.9369508 , -41.26394651])"
5790,"ECKMANN, J","array([ -3.44640758, -43.00776279])"
5791,"LABINI, FS","array([  1.54408652, -41.68258426])"
5792,"MONTUORI, M","array([  2.13958303, -46.78919424])"
5793,"MELNIKOV, IV","array([-34.20867827, -29.10181204])"
5794,"BODENSCHATZ, E","array([-34.63215283, -30.19569415])"
5795,"MOFFAT, JW","array([247.82252691,  32.91902578])"
5796,"AXENIDES, M","array([   7.88781504, -301.52762589])"
5797,"PERIVOLAROPOULOS, L","array([   9.803521  , -301.36693359])"
5798,"OKOUNKOV, A","array([-208.93244554,  -77.44125642])"
5799,"UGLOV, D","array([ -9.87473681, 229.94609897])"
5800,"WEINBERG, S","array([-222.53006325, -161.91168814])"
5801,"ABADA, A","array([-16.11912213, -77.35595388])"
5802,"SILAKHAL, B","array([-15.86472114, -78.615888  ])"
5803,"VARNHAGEN, R","array([ 47.18311376, -20.81008978])"
5804,"BAGNULS, C","array([15.41251653, -6.47569733])"
5805,"BERVILLIER, C","array([15.46381355, -5.61842455])"
5806,"FATEEV, V","array([ 15.24641289, -15.76425824])"
5807,"DASGUPTA, M","array([ 138.854776 , -264.4739537])"
5808,"HINDE, DJ","array([ 136.9192207 , -265.70085022])"
5809,"LEIGH, JR","array([ 137.43224051, -264.30999853])"
5810,"VARGA, K","array([ 64.64685516, -75.96476847])"
5811,"MILLER, DL","array([  43.78952702, -327.58889552])"
5812,"EFTHIMIOU, C","array([-225.75411363,  -37.18886145])"
5813,"SPECTOR, D","array([-225.17739162,  -39.04480673])"
5814,"GERWINSKI, M","array([-57.46198284, -46.56635251])"
5815,"MENEZES, MAD","array([-10.10119954, -47.04297269])"
5816,"NIGHTINGALE, CHCJUMP","array([-192.89804743,   47.71945184])"
5817,"IRKHIN, VY","array([  63.56933892, -109.13045568])"
5818,"KATANIN, AA","array([  61.75875394, -107.11429075])"
5819,"KATSNELSON, MI","array([ 56.55638934, -99.06086975])"
5820,"FERCONI, M","array([ 50.56568083, -18.6016912 ])"
5821,"KABASHIMA, Y","array([ 35.11021988, -27.21617983])"
5822,"MISHRA, SG","array([ 85.34483657, -49.90809792])"
5823,"TRIBEL, O","array([-28.10723926,  -9.40458889])"
5824,"BOON, JP","array([-20.22888756, -13.78946967])"
5825,"HOVE, J","array([ 11.78620947, -27.86969998])"
5826,"MAAO, FA","array([ 21.81792757, -19.14710757])"
5827,"SCHUETZMANN, J","array([ 30.8498714 , -89.51903992])"
5828,"BENZION, Y","array([ -5.01177255, -45.35610357])"
5829,"GEOGHEGAN, DS","array([  1.08921477, -95.92649652])"
5830,"HUETTEN, A","array([  2.08332515, -96.33049418])"
5831,"MUELLER, KH","array([  6.5135866 , -88.23916845])"
5832,"SCHULTZ, L","array([  0.28673913, -95.31741496])"
5833,"SUSLOV, IM","array([ 42.94596847, -54.16595396])"
5834,"ZINNJUSTIN, P","array([ 48.74400544, -71.78306057])"
5835,"SAKAI, K","array([ -6.2450486 , -59.39610951])"
5836,"MARCUS, CM","array([ 50.80614936, -37.06398518])"
5837,"PATEL, SR","array([ 49.90835752, -36.64264014])"
5838,"HUIBERS, AG","array([ 52.50514998, -37.25330968])"
5839,"CRONENWETT, SM","array([ 51.36139437, -38.20850546])"
5840,"SWITKES, M","array([ 55.71514359, -37.12636032])"
5841,"CHAN, IH","array([ 55.95914376, -36.43555822])"
5842,"CLARKE, RM","array([ 56.09952821, -37.64606104])"
5843,"FOLK, JA","array([ 54.9764835 , -36.60877877])"
5844,"GODIJN, SF","array([ 54.26541018, -41.41883581])"
5845,"CAMPMAN, K","array([ 54.53921921, -37.25161989])"
5846,"BULKA, BR","array([ 111.4160655 , -255.63511908])"
5847,"DANYLENKO, OV","array([ 20.20701737, -96.00027672])"
5848,"LOSYAKOV, VV","array([  23.57970534, -101.92949504])"
5849,"KORNILOVITCH, P","array([  3.8158071 , -57.59860537])"
5850,"GRENIER, JC","array([  3.99269699, -58.42361425])"
5851,"J, HW","array([-38.43571184, -42.4971337 ])"
5852,"SOLIS, FJ","array([ 48.71273209, 200.79984983])"
5853,"TAO, L","array([ 47.46806116, 202.49079183])"
5854,"HAUPTMANN, R","array([ 19.66974197, -84.88698216])"
5855,"GUNTHERODT, FSG","array([ 16.75757863, -89.70491392])"
5856,"ANDREI, EY","array([ 36.58324248, -82.11396525])"
5857,"SADRLAHIJANY, MR","array([  8.65084584, -20.69733894])"
5858,"TANG, LH","array([  4.25221715, -35.16272805])"
5859,"SMILAUER, P","array([ -4.92919156, -37.63013362])"
5860,"WANG, XR","array([ 43.58627849, -58.53040535])"
5861,"MENON, GI","array([  7.60004779, -46.11954908])"
5862,"HYSIK, GG","array([ 19.11508481, -90.99355917])"
5863,"DORTMUND, U","array([ 18.45454421, -91.22853218])"
5864,"J, PG","array([ 19.80038971, -91.30340056])"
5865,"BURNETT, SSC","array([-26.84000665, -14.8140658 ])"
5866,"STROESSER, M","array([-28.65431971, -14.54187942])"
5867,"DOHM, V","array([-20.08993985, -19.17704931])"
5868,"BOGDANOV, SG","array([ 13.16108664, -98.32997576])"
5869,"SKRYABIN, YN","array([  12.23324309, -102.29464692])"
5870,"HILL, NPR","array([ 46.73554166, -39.18228957])"
5871,"KIRTLEY, JR","array([ 29.45615692, -81.55704321])"
5872,"SINGH, D","array([ 52.90780707, -71.01316199])"
5873,"TURKOWSKI, VM","array([-37.97632913, -94.44454837])"
5874,"PRIGODIN, V","array([ 45.32443071, -44.31947238])"
5875,"SUNDQVIST, B","array([ 15.05901732, -70.64199115])"
5876,"ARIKAWA, M","array([ -1.16468912, -72.90364976])"
5877,"HAYAKAWA, H","array([-23.19031215, -21.37643158])"
5878,"HONG, DC","array([-39.0697971 ,  -9.54460055])"
